LOGIN,IP,PUERTO,ESTADO_ELEMENTO,ESTADO_SERVICIO
LIBRE,172.30.252.34,xdsl 31,BLOQUEADO,Cancel
LIBRE,172.16.20.253,xdsl 32,BLOQUEADO,In-Corte
LIBRE,172.30.251.50,xdsl 6,BLOQUEADO,In-Corte
quefecontrerasm,172.22.21.252,xdsl 37,HABILITADO,Activo
miljebuen_m,172.16.22.252,xdsl 45,HABILITADO,Activo
quelauc,172.22.33.254,xdsl 10,HABILITADO,Activo
LIBRE,172.28.50.254,xdsl 24,BLOQUEADO,In-Corte
miljhcanop,172.16.20.249,xdsl 20,HABILITADO,Activo
LIBRE,172.16.22.253,xdsl 7,BLOQUEADO,In-Corte
quenrcoro,172.22.50.254,xdsl 44,HABILITADO,Activo
miljoguac_m4,172.16.57.254,xdsl 36,HABILITADO,Activo
uioproespacio,172.30.249.165,xdsl 5,HABILITADO,Activo
milsaarellanop,172.16.21.245,xdsl 4,HABILITADO,Cancel
balmmcabreral,172.26.4.254,xdsl 1,HABILITADO,Activo
LIBRE,172.16.20.251,xdsl 16,HABILITADO,In-Corte
pinerlimat,172.24.51.254,xdsl 43,HABILITADO,Activo
macavpullas2,172.20.22.251,xdsl 48,HABILITADO,Activo
poratsolorzan_m,172.29.70.254,xdsl 7,HABILITADO,Activo
uioavsaenzo3,172.30.249.166,xdsl 18,HABILITADO,Activo
uiommbarraganb2,172.30.249.74,xdsl 41,HABILITADO,Activo
manjcburg_m,172.28.125.251,xdsl 44,HABILITADO,Activo
milmlmoli_m6,172.16.63.254,xdsl 21,HABILITADO,Activo
uioeeromerom1,172.30.251.85,xdsl 2,HABILITADO,Cancel
zarkgleons_m,172.24.69.254,xdsl 21,HABILITADO,Activo
querjochoaa,172.22.41.254,xdsl 22,HABILITADO,Activo
LIBRE,172.25.3.254,xdsl 22,BLOQUEADO,In-Corte
milmgpluaso_m,172.16.24.251,xdsl 8,HABILITADO,Activo
LIBRE,172.25.8.254,xdsl 7,BLOQUEADO,In-Corte
uionvespa_m,172.30.251.89,xdsl 2,HABILITADO,Cancel
pinfctorot_m,172.24.48.254,xdsl 25,HABILITADO,Activo
milfbgarciar_m4,172.16.21.254,xdsl 41,HABILITADO,Activo
zarresisa_m,172.24.65.254,xdsl 48,HABILITADO,Activo
caygecond,172.30.250.3,xdsl 30,HABILITADO,Activo
LIBRE,172.22.67.254,xdsl 16,BLOQUEADO,In-Corte
vindapied,172.25.1.254,xdsl 24,HABILITADO,Activo
pinghordo_m,172.24.32.254,xdsl 17,HABILITADO,Activo
vinrodri,172.25.6.254,xdsl 23,HABILITADO,Activo
troellope,10.114.10.254,xdsl 47,HABILITADO,Activo
LIBRE,172.25.5.254,xdsl 24,BLOQUEADO,In-Corte
gyectama2,172.27.73.254,xdsl 16,HABILITADO,Cancel
emparceb_m,172.22.101.252,xdsl 20,HABILITADO,Activo
pinmaayalac_m,172.24.34.253,xdsl 29,HABILITADO,Activo
vinpslajel,172.25.2.254,xdsl 40,HABILITADO,Activo
emppliu,172.22.101.254,xdsl 16,HABILITADO,Activo
quecachonqui3,172.22.65.254,xdsl 5,HABILITADO,Activo
manrtrivinoz_m,172.28.86.251,xdsl 7,HABILITADO,Activo
vinjlecheverria,172.25.2.253,xdsl 14,HABILITADO,Activo
jipjgneira,172.21.26.254,xdsl 5,HABILITADO,Activo
LIBRE,172.25.2.252,xdsl 24,BLOQUEADO,Cancel
jipelanzu,172.21.37.254,xdsl 20,HABILITADO,Activo
vinklfern,172.25.1.252,xdsl 8,HABILITADO,Activo
vinjravil,172.25.1.253,xdsl 18,HABILITADO,Activo
balllaraz,172.26.2.252,xdsl 41,HABILITADO,Activo
LIBRE,172.16.106.254,xdsl 36,HABILITADO,In-Corte
pinmlmarinl_m3,172.24.30.254,xdsl 25,HABILITADO,Activo
manjaceval_m,172.28.112.246,xdsl 12,HABILITADO,Activo
salmpvacav_m,172.18.58.254,xdsl 47,HABILITADO,Cancel
zaraprome,172.24.66.254,xdsl 26,HABILITADO,Activo
manjlavellan1_m,172.28.40.62,xdsl 27,HABILITADO,Activo
LIBRE,10.114.5.254,xdsl 36,BLOQUEADO,In-Corte
trowgsali2,10.114.13.254,xdsl 4,HABILITADO,Activo
zaruessjb_m,172.24.70.254,xdsl 29,HABILITADO,Activo
jipmfcast,172.21.21.253,xdsl 32,HABILITADO,Activo
miltlllor_m,172.16.24.253,xdsl 24,HABILITADO,Activo
milsfprad_m6,172.16.21.241,xdsl 9,HABILITADO,Activo
libjmquesad_m,172.18.52.254,xdsl 34,HABILITADO,Activo
querdcoro_m,172.22.66.254,xdsl 28,HABILITADO,Activo
manfandrade,172.28.34.254,xdsl 41,HABILITADO,Activo
queoaizur,172.22.56.254,xdsl 39,HABILITADO,Activo
quechanga,172.22.29.254,xdsl 15,HABILITADO,Cancel
porjkcovenam,172.29.98.254,xdsl 22,HABILITADO,Activo
quelapicor,172.22.54.254,xdsl 44,HABILITADO,Activo
LIBRE,172.28.75.254,xdsl 2,BLOQUEADO,In-Corte
queodalbanb,172.22.53.254,xdsl 12,HABILITADO,Activo
porcvs.ac,172.29.21.253,xdsl 38,HABILITADO,Activo
vinpdyelal,172.25.4.254,xdsl 28,HABILITADO,Activo
LIBRE,172.16.106.253,xdsl 27,BLOQUEADO,In-Corte
manmzavalac,172.28.125.252,xdsl 5,HABILITADO,Activo
quefxloza_m,172.22.56.253,xdsl 1,HABILITADO,Activo
querdlubob,172.22.44.254,xdsl 34,HABILITADO,Activo
quefrcede,172.22.52.254,xdsl 25,HABILITADO,Activo
quembgalv_m,172.22.68.254,xdsl 18,HABILITADO,Activo
stlgrdelr23_m,172.18.56.254,xdsl 47,HABILITADO,Activo
LIBRE,172.28.125.254,xdsl 29,BLOQUEADO,Cancel
baliruizb,172.26.3.254,xdsl 19,HABILITADO,Activo
LIBRE,172.20.40.254,xdsl 46,BLOQUEADO,In-Corte
jipmspina,172.21.35.254,xdsl 24,HABILITADO,Activo
uiomealba,172.30.249.226,xdsl 13,HABILITADO,Activo
empsbverap_m,172.22.103.254,xdsl 20,HABILITADO,Activo
uiogfreile2,172.30.254.167,xdsl 3,HABILITADO,Activo
quefraguisa,172.22.37.254,xdsl 7,HABILITADO,Activo
porsmalav,172.29.30.254,xdsl 14,HABILITADO,Activo
porjliu,172.29.58.254,xdsl 38,HABILITADO,Activo
LIBRE,172.16.54.254,xdsl 8,BLOQUEADO,In-Corte
salggbonf_m,172.18.63.254,xdsl 7,HABILITADO,Activo
bbhefbarr_m,172.23.29.254,xdsl 40,HABILITADO,Activo
uioraterand,172.30.249.164,xdsl 7,HABILITADO,Activo
durefnaranjob_m,172.17.105.254,xdsl 20,HABILITADO,Activo
balldpachayr,172.26.2.253,xdsl 20,HABILITADO,Activo
trismmira_m,10.114.3.253,xdsl 24,HABILITADO,Activo
uiojcmontoy,172.30.249.35,xdsl 37,HABILITADO,Activo
empwemenao_m,172.22.100.254,xdsl 30,HABILITADO,Activo
jipmmalayg2,172.21.32.253,xdsl 44,HABILITADO,Activo
trilamarc_m,10.114.3.254,xdsl 22,HABILITADO,Activo
tromlzavalac,10.114.9.253,xdsl 6,HABILITADO,Activo
macjgquino_m,172.20.20.254,xdsl 18,HABILITADO,Activo
triwalarr_m,10.114.16.254,xdsl 38,HABILITADO,Activo
trivrsald,10.114.1.254,xdsl 34,HABILITADO,Activo
gyeintindel,172.17.17.62,xdsl 13,HABILITADO,Cancel
uioihervaztsa,172.30.254.92,xdsl 16,HABILITADO,Activo
uiomealcivarv,172.30.249.86,xdsl 4,HABILITADO,Activo
durrleonr_m,172.17.133.254,xdsl 40,HABILITADO,Activo
uiojcagui_m,172.30.251.87,xdsl 8,HABILITADO,Activo
trovjfernan,10.114.4.253,xdsl 32,HABILITADO,Activo
troalleons,10.114.9.254,xdsl 4,HABILITADO,Activo
LIBRE,172.30.252.243,xdsl 23,HABILITADO,In-Corte
bbhsrcedenom,172.23.24.254,xdsl 10,HABILITADO,Activo
macdaluzuria_m,172.20.62.254,xdsl 37,HABILITADO,Activo
macwflapoe_m,172.20.38.254,xdsl 29,HABILITADO,Activo
libfcheri_m,172.18.41.254,xdsl 41,HABILITADO,Activo
tri pilam_m,10.114.12.254,xdsl 47,HABILITADO,Activo
uiofafons,172.30.252.82,xdsl 32,HABILITADO,Activo
trokccorderoc,10.114.6.254,xdsl 11,HABILITADO,Activo
uiomjvill_m,172.30.251.82,xdsl 28,HABILITADO,Activo
blsmvriofri_m,10.111.3.253,xdsl 23,HABILITADO,Activo
uioevendericao,172.30.251.84,xdsl 36,HABILITADO,Activo
manlemaciasb,172.28.21.254,xdsl 22,HABILITADO,Activo
LIBRE,172.22.102.254,xdsl 45,BLOQUEADO,In-Corte
macjlmoro_m,172.20.36.254,xdsl 41,HABILITADO,Activo
manwmabri_m,172.28.40.61,xdsl 20,HABILITADO,Cancel
porlvtorog_m,172.29.50.254,xdsl 10,HABILITADO,Activo
trimrnuneza,10.114.11.254,xdsl 43,HABILITADO,Activo
gyeperbradi1,172.27.151.254,xdsl 28,HABILITADO,Activo
uiojdpozos,172.30.252.139,xdsl 47,HABILITADO,Activo
uiomcespi,172.30.251.24,xdsl 20,HABILITADO,Activo
uioindustriapi3,172.30.249.147,xdsl 25,HABILITADO,Activo
uiojaarteagac,172.30.249.4,xdsl 45,HABILITADO,Activo
manfemerac_m,172.28.48.254,xdsl 2,HABILITADO,Activo
uiomatimb,172.30.254.179,xdsl 22,HABILITADO,Activo
durcrbeni_m,172.17.133.254,xdsl 20,HABILITADO,Activo
troggchimbos,10.114.9.254,xdsl 31,HABILITADO,Activo
tromjespinozan,10.114.4.253,xdsl 13,HABILITADO,Activo
LIBRE,10.114.1.254,xdsl 43,BLOQUEADO,In-Corte
uiojltoralz,172.30.249.86,xdsl 13,HABILITADO,Cancel
uiojlguerra,172.30.254.92,xdsl 11,HABILITADO,Activo
trieidelg,10.114.16.254,xdsl 26,HABILITADO,Activo
tronfavil,10.114.9.253,xdsl 32,HABILITADO,Activo
macmaojed_m,172.20.20.254,xdsl 16,HABILITADO,Activo
caympmoncayoe,172.30.250.2,xdsl 33,HABILITADO,Activo
tripglopezu,10.114.3.254,xdsl 43,HABILITADO,Activo
LIBRE,172.21.32.253,xdsl 16,BLOQUEADO,In-Corte
mansbzambranoc1,172.28.34.249,xdsl 12,HABILITADO,Activo
uioeguerron1,172.30.249.35,xdsl 48,HABILITADO,Activo
durjgsala,172.17.105.254,xdsl 39,HABILITADO,Activo
LIBRE,172.26.2.253,xdsl 36,BLOQUEADO,In-Corte
bbhaajime_m,172.23.29.254,xdsl 7,HABILITADO,Activo
saleigles2_m,172.18.63.254,xdsl 12,HABILITADO,Activo
milmbreinosot,172.16.54.254,xdsl 2,HABILITADO,Activo
porjhmore_m,172.29.30.254,xdsl 31,HABILITADO,Activo
pormavelezv,172.29.58.254,xdsl 9,HABILITADO,Activo
quejatorr2,172.22.37.254,xdsl 27,HABILITADO,Activo
uiodcvhj,172.30.254.167,xdsl 4,HABILITADO,Activo
LIBRE,172.22.103.254,xdsl 16,BLOQUEADO,In-Corte
uioeaquiro_m,172.30.249.226,xdsl 41,HABILITADO,Activo
trojclozadah,10.114.4.254,xdsl 48,HABILITADO,Activo
jipdlcast,172.21.35.254,xdsl 35,HABILITADO,Activo
balleocho,172.26.3.254,xdsl 32,HABILITADO,Activo
strfctinocot,172.20.40.254,xdsl 31,HABILITADO,Activo
quermvill_m,172.22.68.254,xdsl 25,HABILITADO,Activo
manmsmene,172.28.125.254,xdsl 11,HABILITADO,Cancel
stlpgneg_m,172.18.56.254,xdsl 9,HABILITADO,Activo
queregarcese,172.22.44.254,xdsl 6,HABILITADO,Activo
quesfperezr,172.22.52.254,xdsl 15,HABILITADO,Activo
quevvverav,172.22.56.253,xdsl 2,HABILITADO,Activo
porirayalav,172.29.21.253,xdsl 41,HABILITADO,Activo
LIBRE,172.25.4.254,xdsl 17,BLOQUEADO,In-Corte
yagarveraz_m,172.16.106.253,xdsl 22,HABILITADO,Activo
manlfpalm_m,172.28.75.254,xdsl 5,HABILITADO,Cancel
quekomore,172.22.53.254,xdsl 25,HABILITADO,Activo
quedjvacaf,172.22.54.254,xdsl 8,HABILITADO,Activo
queipjimenezv,172.22.29.254,xdsl 35,HABILITADO,Activo
manvmnavial,172.28.34.254,xdsl 25,HABILITADO,Activo
trosemend_m,10.114.2.254,xdsl 42,HABILITADO,Activo
LIBRE,172.28.125.252,xdsl 24,BLOQUEADO,In-Corte
zarjeagui23_m,172.24.64.254,xdsl 42,HABILITADO,Activo
quervcuev,172.22.66.254,xdsl 40,HABILITADO,Activo
libartoma_m,172.18.52.254,xdsl 15,HABILITADO,Activo
gyecminghong2,172.17.106.254,xdsl 21,HABILITADO,Activo
milljlope_m,172.16.21.241,xdsl 43,HABILITADO,Activo
jipvmloorc_m,172.21.21.253,xdsl 23,HABILITADO,Activo
zarcelope_m,172.24.70.254,xdsl 30,HABILITADO,Activo
trokssuqu,10.114.13.254,xdsl 29,HABILITADO,Activo
manvmduen_m,172.28.40.62,xdsl 48,HABILITADO,Activo
trojnpachec,10.114.5.254,xdsl 45,HABILITADO,Activo
salreberd_m,172.18.58.254,xdsl 6,HABILITADO,Activo
zarcsrome2_m,172.24.66.254,xdsl 27,HABILITADO,Activo
milmaortizj_m4,172.16.24.253,xdsl 37,HABILITADO,Activo
mancapalaciosp,172.28.112.246,xdsl 15,HABILITADO,Activo
balijalav,172.26.2.252,xdsl 17,HABILITADO,Cancel
yagjrcaceresv,172.16.106.254,xdsl 15,HABILITADO,Activo
LIBRE,172.25.1.253,xdsl 32,BLOQUEADO,In-Corte
pindeanazcov,172.24.30.254,xdsl 43,HABILITADO,Activo
vinagroyayique,172.25.1.252,xdsl 48,HABILITADO,Activo
jipmsgonz_m,172.21.37.254,xdsl 47,HABILITADO,Activo
vinsemora_m,172.25.2.252,xdsl 25,HABILITADO,Activo
jipmafiencos,172.21.26.254,xdsl 4,HABILITADO,Activo
vinkyveraa,172.25.2.253,xdsl 11,HABILITADO,Activo
empnatapi_m,172.22.101.254,xdsl 47,HABILITADO,Activo
quecoburg_m,172.22.65.254,xdsl 6,HABILITADO,Activo
LIBRE,172.28.86.251,xdsl 32,BLOQUEADO,In-Corte
querdgran,172.22.52.253,xdsl 15,HABILITADO,Activo
LIBRE,172.25.2.254,xdsl 18,BLOQUEADO,In-Corte
empjaquin_m,172.22.101.252,xdsl 26,HABILITADO,Activo
pinybanaz_m,172.24.34.253,xdsl 2,HABILITADO,Activo
gyeecuase,172.27.73.254,xdsl 15,HABILITADO,Activo
vingabena_m,172.25.6.254,xdsl 21,HABILITADO,Activo
pinchdavilal_m,172.24.32.254,xdsl 8,HABILITADO,Activo
LIBRE,10.114.10.254,xdsl 11,BLOQUEADO,In-Corte
vinffmuno,172.25.1.254,xdsl 39,HABILITADO,Activo
queflflor_m,172.22.67.254,xdsl 11,HABILITADO,Activo
zarcsrome234_m,172.24.65.254,xdsl 11,HABILITADO,Activo
LIBRE,172.30.250.3,xdsl 34,BLOQUEADO,In-Corte
milsjtapi_m,172.16.21.254,xdsl 22,HABILITADO,Activo
miljmoliv_m6,172.16.24.251,xdsl 25,HABILITADO,Activo
pinbvmald_m,172.24.48.254,xdsl 47,HABILITADO,Activo
uiojdtrujill_m,172.30.251.89,xdsl 13,HABILITADO,Activo
vinltjuanm_m,172.25.3.254,xdsl 28,HABILITADO,Activo
quecs.a,172.22.41.254,xdsl 41,HABILITADO,Activo
zargaaguilarc1,172.24.69.254,xdsl 16,HABILITADO,Cancel
milcavar_m,172.16.63.254,xdsl 24,HABILITADO,Activo
palrmceva,172.25.8.254,xdsl 30,HABILITADO,Activo
uioeegarciac,172.30.251.85,xdsl 41,HABILITADO,Activo
vinaezara,172.25.1.250,xdsl 15,HABILITADO,Activo
uioprotropic,172.30.249.74,xdsl 18,HABILITADO,Activo
manesbrionesp,172.28.125.251,xdsl 5,HABILITADO,Activo
uiocmdava_m,172.30.249.166,xdsl 4,HABILITADO,Activo
stlabarmi2_m,172.18.64.254,xdsl 9,HABILITADO,Activo
porlemaci_m,172.29.70.254,xdsl 22,HABILITADO,Activo
pindmmora_m,172.24.51.254,xdsl 42,HABILITADO,Activo
macyvortizb,172.20.22.251,xdsl 5,HABILITADO,Activo
milgecalleg_m,172.16.20.251,xdsl 8,HABILITADO,Activo
milracont_m6,172.16.21.245,xdsl 41,HABILITADO,Activo
balvilope,172.26.4.254,xdsl 37,HABILITADO,Activo
milejcaberor,172.16.57.254,xdsl 21,HABILITADO,Activo
uiocaespinelm,172.30.249.165,xdsl 46,HABILITADO,Activo
milwgpereir_m6,172.16.22.253,xdsl 13,HABILITADO,Activo
quewlcarp_m,172.22.50.254,xdsl 18,HABILITADO,Activo
milbeport_m6,172.16.20.249,xdsl 3,HABILITADO,Activo
milmemoncayos_m,172.16.22.252,xdsl 35,HABILITADO,Activo
porbemielesz,172.29.46.254,xdsl 17,HABILITADO,Activo
milrmguevaram,172.16.20.253,xdsl 7,HABILITADO,Activo
quecmsand,172.22.33.254,xdsl 3,HABILITADO,Cancel
mancfmaci_m,172.28.50.254,xdsl 45,HABILITADO,Activo
uioexherrerac,172.30.251.50,xdsl 7,HABILITADO,Activo
uiohfmart,172.30.252.34,xdsl 4,HABILITADO,Activo
quekjespi_m,172.22.21.252,xdsl 46,HABILITADO,Activo
quemebarraganm,172.22.70.254,xdsl 16,HABILITADO,Activo
quelmtuarezt,172.22.57.254,xdsl 8,HABILITADO,Activo
uioejbravov,172.30.252.171,xdsl 24,HABILITADO,Activo
uiocjbruquem,172.30.249.90,xdsl 6,HABILITADO,Activo
quepcguanol,172.22.58.254,xdsl 46,HABILITADO,Activo
LIBRE,172.21.32.254,xdsl 11,BLOQUEADO,In-Corte
pincpmora_m,172.24.52.254,xdsl 6,HABILITADO,Activo
uiojcjijond,172.30.254.20,xdsl 5,HABILITADO,Activo
milmbzambra_m4,172.16.21.252,xdsl 28,HABILITADO,Activo
miljomuno_m6,172.16.21.242,xdsl 12,HABILITADO,Activo
blsbrzava_m,10.111.2.254,xdsl 28,HABILITADO,Cancel
milmrdiazf_m4,172.16.22.254,xdsl 41,HABILITADO,Activo
milsmmari_m6,172.16.22.246,xdsl 18,HABILITADO,Cancel
uiohordonezc,172.30.249.211,xdsl 3,HABILITADO,Activo
uioamrodr,172.30.249.179,xdsl 15,HABILITADO,Activo
mileccortezr,172.16.22.248,xdsl 14,HABILITADO,Activo
milwerodriguez,172.16.39.254,xdsl 13,HABILITADO,Activo
pinseromerov_m,172.24.34.254,xdsl 36,HABILITADO,Activo
poriazambra,172.29.106.252,xdsl 17,HABILITADO,Activo
milmahenri_m6,172.16.45.254,xdsl 20,HABILITADO,Activo
duraescala_m,172.17.104.254,xdsl 21,HABILITADO,Activo
pinmjrodaso_m,172.24.47.254,xdsl 20,HABILITADO,Activo
macmjramo_m,172.20.45.254,xdsl 17,HABILITADO,Activo
pornempresario,172.29.26.248,xdsl 1,HABILITADO,Activo
milmcllua_m6,172.16.20.254,xdsl 32,HABILITADO,Activo
libgmdea_m,172.18.55.254,xdsl 13,HABILITADO,Cancel
pinoaanazcoc,172.24.28.254,xdsl 15,HABILITADO,Activo
mangasalinasn_m,172.28.34.251,xdsl 20,HABILITADO,Activo
milasvill_m,172.16.60.254,xdsl 10,HABILITADO,Activo
LIBRE,172.30.253.76,xdsl 6,BLOQUEADO,Cancel
gyemmlozanoj1,172.17.120.254,xdsl 47,HABILITADO,Activo
libncadenac,172.18.39.254,xdsl 25,HABILITADO,Activo
pindapolob_m,172.24.30.253,xdsl 44,HABILITADO,Activo
porebloorc_m,172.29.122.254,xdsl 6,HABILITADO,Activo
LIBRE,172.16.94.254,xdsl 38,BLOQUEADO,In-Corte
blsltagui_m,10.111.3.254,xdsl 29,HABILITADO,Activo
manrgbell_m,172.28.34.248,xdsl 1,HABILITADO,Cancel
uioirvix2,172.30.249.88,xdsl 17,HABILITADO,Activo
miljyplazaa,172.16.20.250,xdsl 6,HABILITADO,Activo
LIBRE,172.17.112.253,xdsl 26,BLOQUEADO,In-Corte
pormrasanv_m,172.29.26.250,xdsl 32,HABILITADO,Activo
porafpumaq,172.29.90.254,xdsl 18,HABILITADO,Activo
gyebjacos,172.17.112.254,xdsl 48,HABILITADO,Cancel
uiojaparedesr,172.30.251.132,xdsl 45,HABILITADO,Activo
LIBRE,172.17.127.254,xdsl 26,BLOQUEADO,In-Corte
bbhjrbarr_m,172.23.37.254,xdsl 28,HABILITADO,Activo
porlgarag_m,172.29.82.254,xdsl 13,HABILITADO,Cancel
jipmjponc,172.21.36.254,xdsl 4,HABILITADO,Activo
quefecont,172.22.21.254,xdsl 12,HABILITADO,Activo
porcgquinon,172.29.62.254,xdsl 12,HABILITADO,Activo
uioemfreirem,172.30.252.108,xdsl 30,HABILITADO,Activo
porrfzamb,172.29.26.251,xdsl 18,HABILITADO,Activo
porgxtorresc,172.29.106.254,xdsl 5,HABILITADO,Activo
LIBRE,172.29.26.252,xdsl 38,BLOQUEADO,In-Corte
uiomfmozoc,172.30.252.178,xdsl 3,HABILITADO,Activo
jipnmtumbacom,172.21.34.254,xdsl 14,HABILITADO,Activo
uionocansec,172.30.254.82,xdsl 11,HABILITADO,Activo
quealcamp_m,172.22.51.254,xdsl 40,HABILITADO,Activo
milimroma,172.16.20.250,xdsl 19,HABILITADO,Activo
uioret,172.30.249.88,xdsl 23,HABILITADO,Activo
manefmald_m,172.28.34.248,xdsl 4,HABILITADO,Activo
balrenavasz,172.26.2.254,xdsl 28,HABILITADO,Activo
uiosarizaq,172.30.249.146,xdsl 13,HABILITADO,Activo
blsmaherrerag,10.111.3.254,xdsl 11,HABILITADO,Activo
miladller_m,172.16.94.254,xdsl 35,HABILITADO,Activo
porkjzamb,172.29.122.254,xdsl 25,HABILITADO,Activo
LIBRE,172.30.252.18,xdsl 20,BLOQUEADO,In-Corte
pindbgallardo_m,172.24.30.253,xdsl 1,HABILITADO,Activo
gyeljarguellol1,172.17.120.254,xdsl 45,HABILITADO,Activo
libmmmuno_m,172.18.39.254,xdsl 21,HABILITADO,Activo
milcaguti_m,172.16.60.254,xdsl 42,HABILITADO,Activo
pinjvmaca_m,172.24.28.254,xdsl 47,HABILITADO,Activo
LIBRE,172.30.253.76,xdsl 30,BLOQUEADO,In-Corte
manalzamb_m,172.28.34.251,xdsl 47,HABILITADO,Activo
libhehide,172.18.55.254,xdsl 8,HABILITADO,Activo
mililzamb_m,172.16.20.254,xdsl 22,HABILITADO,Activo
LIBRE,172.30.249.89,xdsl 8,BLOQUEADO,In-Corte
pinddcres_m,172.24.47.254,xdsl 48,HABILITADO,Activo
durhfbrun_m,172.17.104.254,xdsl 45,HABILITADO,Activo
milwamend_m6,172.16.45.254,xdsl 44,HABILITADO,Activo
LIBRE,172.24.34.254,xdsl 12,BLOQUEADO,In-Corte
porrdbrav,172.29.106.252,xdsl 38,HABILITADO,Activo
miljihiguitas1,172.16.39.254,xdsl 17,HABILITADO,Activo
uiosacatt,172.30.249.179,xdsl 16,HABILITADO,Activo
milalsarm_m4,172.16.22.248,xdsl 17,HABILITADO,Activo
milaacabrer,172.16.22.246,xdsl 4,HABILITADO,Activo
maceipine_m,172.20.45.254,xdsl 24,HABILITADO,Activo
uiopteran1,172.30.249.211,xdsl 28,HABILITADO,Activo
blstjmald_m,10.111.2.254,xdsl 20,HABILITADO,Activo
uiommsanchezv,172.30.254.20,xdsl 16,HABILITADO,Activo
miligchavezt,172.16.21.252,xdsl 2,HABILITADO,Activo
jipzssalvatis_m,172.21.29.254,xdsl 17,HABILITADO,Activo
pinabmunozb_m,172.24.52.254,xdsl 15,HABILITADO,Activo
porvemend,172.29.94.254,xdsl 22,HABILITADO,Activo
jipjaberm,172.21.32.254,xdsl 39,HABILITADO,Activo
uiojregue,172.30.249.90,xdsl 12,HABILITADO,Activo
quekvtonatom,172.22.58.254,xdsl 39,HABILITADO,Activo
quejbsinm,172.22.57.254,xdsl 31,HABILITADO,Activo
quemfzamb_m,172.22.70.254,xdsl 1,HABILITADO,Activo
uioshguerreroa,172.30.252.171,xdsl 13,HABILITADO,Activo
LIBRE,172.29.86.254,xdsl 21,BLOQUEADO,In-Corte
LIBRE,172.30.252.34,xdsl 3,BLOQUEADO,Cancel
quecfzambranoa,172.22.21.252,xdsl 18,HABILITADO,Activo
uiomachicaizaq,172.30.251.50,xdsl 43,HABILITADO,Activo
LIBRE,172.28.50.254,xdsl 5,BLOQUEADO,In-Corte
milgepereira_m4,172.16.20.253,xdsl 28,HABILITADO,Activo
porldlarragae,172.29.46.254,xdsl 38,HABILITADO,Activo
milmlayalac_m6,172.16.22.252,xdsl 38,HABILITADO,Activo
queslolve,172.22.33.254,xdsl 46,HABILITADO,Activo
milssparra2,172.16.22.253,xdsl 42,HABILITADO,Activo
milsjochoag_m4,172.16.20.249,xdsl 8,HABILITADO,Activo
LIBRE,172.22.50.254,xdsl 4,BLOQUEADO,In-Corte
milmgmolinag_m,172.16.57.254,xdsl 9,HABILITADO,Activo
uiofjteran,172.30.249.165,xdsl 18,HABILITADO,Activo
milamcruzf2,172.16.21.245,xdsl 2,HABILITADO,Cancel
balfcjord_m,172.26.4.254,xdsl 47,HABILITADO,Activo
manjmald_m,172.28.86.239,xdsl 13,HABILITADO,Activo
pinojvalare_m,172.24.51.254,xdsl 41,HABILITADO,Activo
poraimore,172.29.70.254,xdsl 26,HABILITADO,Activo
maclagonzale_m,172.20.22.251,xdsl 29,HABILITADO,Activo
stlabarmi_m,172.18.64.254,xdsl 18,HABILITADO,Activo
porlaberm,172.29.78.254,xdsl 22,HABILITADO,Activo
uiogcl,172.30.249.166,xdsl 27,HABILITADO,Activo
manwhvintimilla,172.28.125.251,xdsl 16,HABILITADO,Activo
LIBRE,172.25.1.250,xdsl 44,HABILITADO,In-Corte
milsifreiree2,172.16.63.254,xdsl 13,HABILITADO,Activo
pincrgrandad_m3,172.24.32.253,xdsl 16,HABILITADO,Activo
palypalvarezn,172.25.8.254,xdsl 24,HABILITADO,Activo
quejcangulog_m,172.22.41.254,xdsl 32,HABILITADO,Activo
milwdrehfisc_m4,172.16.24.251,xdsl 16,HABILITADO,Activo
vinammald_m,172.25.3.254,xdsl 46,HABILITADO,Activo
pindhneir_m,172.24.48.254,xdsl 45,HABILITADO,Activo
LIBRE,172.30.251.89,xdsl 46,BLOQUEADO,In-Corte
milmaespi_m,172.16.21.254,xdsl 29,HABILITADO,Activo
quemsgarc_m,172.22.67.254,xdsl 39,HABILITADO,Activo
caymepachec,172.30.250.3,xdsl 19,HABILITADO,Activo
viniclope,172.25.1.254,xdsl 26,HABILITADO,Cancel
LIBRE,10.114.10.254,xdsl 29,BLOQUEADO,In-Corte
vinjaorte2,172.25.6.254,xdsl 46,HABILITADO,Activo
pinrntorres_m,172.24.32.254,xdsl 15,HABILITADO,Cancel
gyeevelazquezb,172.27.73.254,xdsl 20,HABILITADO,Activo
emplgloorz_m,172.22.101.252,xdsl 3,HABILITADO,Activo
pinjcordo_m,172.24.34.253,xdsl 26,HABILITADO,Activo
querecand,172.22.52.253,xdsl 22,HABILITADO,Activo
vinsmveasf,172.25.2.254,xdsl 45,HABILITADO,Activo
,172.26.1.254,,NO ENTRO,
empjeverao,172.22.101.254,xdsl 5,HABILITADO,Activo
manms.a234,172.28.86.251,xdsl 19,HABILITADO,Cancel
vinpaaria2,172.25.2.253,xdsl 48,HABILITADO,Cancel
quedbseg_m,172.22.65.254,xdsl 32,HABILITADO,Activo
jipnmlopez,172.21.37.254,xdsl 26,HABILITADO,Activo
jipmepincayc,172.21.26.254,xdsl 2,HABILITADO,Activo
